,idno,agea,rlgdgr,polintr,sclmeet,happy,cntry,nwspol,pplfair,health,atchctr,aesfdrk,dscrgrp,pray,hhmmb,gndr,impdiffa,impfuna,impsafea,iphlppla,ipsucesa,enjlf,fltdpr,fltlnl,slprl,dosprt,cgtsmok,alcfreq,height,weighta,fnsdfml,cnfpplh,paccnt,emplrel,hincfel,uempla,actrolga,cptppola,trstprl,trstlgl,trstplc,trstplt,vote,stfeco,stfdem,stfedu
12413,61679,48.0,0.0,2.0,3.0,10.0,FR,90.0,8.0,1.0,10.0,2.0,0.0,7.0,3.0,0,4.0,4.0,2.0,2.0,6.0,4.0,1.0,1.0,2.0,7.0,6.0,7.0,161.0,50.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,8.0,6.0,8.0,7.0,1.0,7.0,8.0,6.0
12415,61726,66.0,4.0,2.0,6.0,5.0,FR,20.0,5.0,3.0,8.0,2.0,0.0,7.0,2.0,1,1.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,5.0,6.0,3.0,162.0,77.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,4.0,7.0,4.0,1.0,2.0,0.0,4.0
12416,61752,61.0,5.0,1.0,6.0,8.0,FR,120.0,8.0,3.0,8.0,2.0,0.0,7.0,2.0,0,5.0,4.0,5.0,2.0,5.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,157.0,50.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,3.0,4.0,4.0,7.0,3.0,2.0,4.0,4.0,5.0
12417,61769,32.0,0.0,3.0,7.0,9.0,FR,30.0,9.0,1.0,8.0,2.0,0.0,7.0,2.0,1,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,6.0,5.0,2.0,186.0,83.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,0.0
12418,61793,27.0,9.0,2.0,6.0,7.0,FR,60.0,5.0,3.0,9.0,1.0,0.0,2.0,2.0,0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,158.0,46.0,4.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,4.0,4.0,7.0,2.0,1.0,1.0,4.0,6.0
12419,61805,39.0,7.0,3.0,5.0,9.0,FR,30.0,7.0,2.0,7.0,2.0,0.0,6.0,4.0,1,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,0.0,6.0,3.0,180.0,94.0,5.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,7.0,7.0,3.0,1.0,2.0,5.0,6.0
12420,61820,37.0,0.0,3.0,7.0,7.0,FR,15.0,5.0,2.0,8.0,1.0,0.0,7.0,2.0,1,1.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,7.0,2.0,5.0,170.0,50.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,8.0,7.0,5.0,2.0,3.0,5.0,7.0
12421,61833,48.0,0.0,4.0,7.0,7.0,FR,30.0,5.0,3.0,6.0,2.0,0.0,7.0,2.0,1,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,180.0,90.0,5.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0
12422,61850,62.0,2.0,3.0,4.0,7.0,FR,1030.0,5.0,2.0,8.0,2.0,0.0,7.0,2.0,1,2.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,6.0,3.0,183.0,80.0,4.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,6.0,6.0,8.0,6.0,2.0,4.0,6.0,4.0
12424,61904,46.0,8.0,3.0,5.0,10.0,FR,40.0,5.0,2.0,9.0,2.0,0.0,7.0,6.0,1,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,173.0,81.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,6.0,8.0,8.0,2.0,2.0,4.0,4.0,4.0
12426,61959,32.0,6.0,4.0,6.0,7.0,FR,45.0,7.0,1.0,10.0,3.0,0.0,7.0,3.0,1,4.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,3.0,7.0,4.0,5.0,178.0,81.0,5.0,5.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,6.0,8.0,3.0,2.0,3.0,0.0,5.0
12427,62027,23.0,4.0,3.0,6.0,7.0,FR,20.0,7.0,1.0,7.0,2.0,0.0,7.0,3.0,1,5.0,2.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,170.0,78.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,3.0,4.0,1.0,4.0,5.0,4.0
12428,62043,38.0,6.0,3.0,5.0,9.0,FR,20.0,6.0,2.0,8.0,4.0,1.0,7.0,1.0,0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,6.0,7.0,173.0,64.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,5.0,3.0,2.0,6.0,3.0,3.0
12430,62128,18.0,5.0,2.0,7.0,9.0,FR,90.0,8.0,1.0,8.0,1.0,0.0,7.0,4.0,1,2.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,175.0,60.0,5.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,6.0,8.0,4.0,3.0,4.0,5.0,3.0
12431,62142,39.0,0.0,3.0,5.0,7.0,FR,15.0,7.0,1.0,8.0,2.0,0.0,7.0,4.0,0,4.0,5.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,4.0,7.0,162.0,63.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,5.0,7.0,2.0,1.0,5.0,4.0,6.0
12432,62158,69.0,7.0,4.0,6.0,9.0,FR,1100.0,7.0,1.0,4.0,3.0,0.0,1.0,2.0,0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,7.0,161.0,79.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0,1.0,6.0,6.0,8.0,2.0,3.0,4.0,4.0,4.0
12434,62192,35.0,0.0,3.0,5.0,7.0,FR,20.0,6.0,2.0,7.0,2.0,0.0,7.0,3.0,0,3.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,168.0,62.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,6.0,3.0,2.0,1.0,3.0,6.0
12435,62272,57.0,0.0,1.0,2.0,8.0,FR,60.0,5.0,3.0,0.0,1.0,0.0,7.0,3.0,1,2.0,4.0,5.0,2.0,6.0,3.0,2.0,1.0,1.0,7.0,2.0,7.0,171.0,66.0,5.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0
12436,62316,62.0,7.0,3.0,7.0,9.0,FR,30.0,7.0,3.0,10.0,2.0,0.0,7.0,2.0,1,4.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,6.0,4.0,173.0,83.0,5.0,5.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,6.0,5.0,6.0
12438,62357,60.0,4.0,2.0,5.0,6.0,FR,60.0,5.0,2.0,7.0,2.0,0.0,7.0,1.0,0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,170.0,75.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,5.0,4.0
12441,62424,17.0,7.0,3.0,7.0,7.0,FR,15.0,5.0,1.0,5.0,2.0,1.0,2.0,3.0,1,1.0,6.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,7.0,6.0,7.0,183.0,76.0,5.0,5.0,1.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0
12442,62458,36.0,9.0,4.0,7.0,9.0,FR,60.0,3.0,2.0,8.0,4.0,0.0,2.0,5.0,0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,0.0,5.0,3.0,155.0,63.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,8.0,10.0,6.0,2.0,4.0,2.0,7.0
12443,62471,72.0,0.0,2.0,6.0,10.0,FR,135.0,8.0,2.0,10.0,1.0,0.0,7.0,2.0,0,3.0,4.0,4.0,3.0,6.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,161.0,63.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,3.0,10.0,10.0,10.0,5.0,1.0,6.0,8.0,8.0
12444,62501,43.0,1.0,2.0,6.0,5.0,FR,60.0,5.0,2.0,9.0,4.0,1.0,7.0,2.0,0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,7.0,3.0,3.0,172.0,57.0,5.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,4.0,1.0,5.0,0.0,1.0,3.0,3.0,2.0
12445,62529,89.0,3.0,3.0,7.0,8.0,FR,60.0,7.0,3.0,9.0,4.0,0.0,6.0,1.0,0,1.0,6.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,6.0,7.0,158.0,48.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,8.0,8.0,4.0,2.0,4.0,5.0,7.0
12446,62559,77.0,2.0,3.0,5.0,7.0,FR,75.0,8.0,4.0,9.0,3.0,0.0,6.0,2.0,0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,0.0,5.0,5.0,155.0,75.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,6.0,7.0,7.0,6.0,1.0,4.0,6.0,7.0
12447,62576,23.0,3.0,1.0,7.0,9.0,FR,120.0,8.0,1.0,5.0,1.0,0.0,7.0,4.0,0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,7.0,4.0,3.0,172.0,59.0,5.0,5.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,6.0,2.0,2.0,1.0,4.0,6.0,5.0
12448,62588,76.0,3.0,3.0,4.0,5.0,FR,60.0,5.0,3.0,9.0,2.0,0.0,7.0,1.0,1,2.0,5.0,2.0,4.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,163.0,53.0,4.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,4.0,5.0,7.0,2.0,5.0,2.0,6.0
12450,62599,60.0,0.0,1.0,6.0,8.0,FR,15.0,7.0,2.0,8.0,2.0,0.0,7.0,2.0,1,2.0,4.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,7.0,5.0,2.0,174.0,64.0,5.0,4.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,8.0,8.0,3.0,1.0,4.0,3.0,3.0
12451,62629,39.0,0.0,3.0,6.0,9.0,FR,30.0,7.0,2.0,8.0,3.0,0.0,7.0,4.0,0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,175.0,58.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,2.0,8.0,9.0,9.0,6.0,2.0,5.0,8.0,8.0
12452,62669,29.0,10.0,4.0,6.0,10.0,FR,0.0,5.0,1.0,0.0,2.0,0.0,7.0,3.0,1,1.0,1.0,4.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,170.0,67.0,5.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
12453,62671,50.0,0.0,1.0,7.0,7.0,FR,60.0,8.0,2.0,7.0,1.0,0.0,7.0,3.0,1,3.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,6.0,2.0,183.0,90.0,5.0,5.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,7.0,6.0,5.0,3.0,7.0,4.0,7.0
12455,62681,36.0,1.0,3.0,5.0,8.0,FR,916.0,2.0,2.0,10.0,1.0,0.0,7.0,3.0,1,3.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,0.0,5.0,2.0,183.0,102.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,6.0,6.0,4.0,1.0,3.0,3.0,3.0
12456,62703,26.0,2.0,3.0,7.0,5.0,FR,20.0,5.0,2.0,7.0,3.0,0.0,7.0,4.0,0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,6.0,7.0,165.0,52.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,6.0
12457,62712,71.0,7.0,3.0,5.0,8.0,FR,670.0,4.0,3.0,3.0,2.0,0.0,6.0,1.0,0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,7.0,4.0,2.0,167.0,69.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,6.0,6.0
12458,62716,66.0,0.0,4.0,7.0,10.0,FR,60.0,8.0,1.0,10.0,1.0,1.0,1.0,1.0,0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,7.0,4.0,6.0,161.0,74.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,6.0,10.0,4.0,1.0,4.0,4.0,0.0
12461,62726,30.0,8.0,3.0,5.0,8.0,FR,5.0,7.0,3.0,8.0,2.0,0.0,4.0,2.0,1,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,4.0,7.0,177.0,92.0,5.0,4.0,1.0,2.0,2.0,0.0,2.0,3.0,6.0,10.0,10.0,6.0,2.0,3.0,7.0,3.0
12462,62733,65.0,7.0,1.0,6.0,9.0,FR,150.0,9.0,3.0,8.0,1.0,0.0,7.0,2.0,1,5.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,178.0,80.0,5.0,5.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,7.0,8.0,2.0,1.0,7.0,5.0,3.0
12463,62736,58.0,5.0,2.0,5.0,8.0,FR,180.0,8.0,2.0,9.0,2.0,0.0,7.0,2.0,1,6.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,6.0,4.0,176.0,92.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,9.0,5.0,6.0,9.0,1.0,6.0,7.0,5.0
12464,62742,32.0,7.0,2.0,5.0,9.0,FR,90.0,8.0,2.0,10.0,2.0,0.0,4.0,4.0,1,2.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,185.0,83.0,5.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,5.0
12465,62746,54.0,0.0,4.0,6.0,5.0,FR,0.0,0.0,1.0,3.0,2.0,0.0,7.0,2.0,1,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,6.0,7.0,173.0,70.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12466,62747,60.0,7.0,3.0,6.0,8.0,FR,30.0,8.0,1.0,3.0,1.0,0.0,7.0,2.0,1,1.0,2.0,6.0,1.0,6.0,4.0,1.0,1.0,2.0,6.0,1.0,3.0,178.0,72.0,5.0,5.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0
12468,62769,56.0,5.0,3.0,4.0,5.0,FR,90.0,5.0,2.0,8.0,2.0,0.0,7.0,3.0,1,4.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,6.0,3.0,170.0,75.0,4.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,5.0,5.0,6.0,5.0,2.0,4.0,5.0,6.0
12470,62793,87.0,6.0,3.0,4.0,6.0,FR,70.0,8.0,3.0,8.0,2.0,0.0,6.0,1.0,0,3.0,3.0,4.0,3.0,6.0,3.0,1.0,2.0,1.0,0.0,6.0,7.0,160.0,56.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,8.0,8.0,6.0,1.0,6.0,7.0,7.0
12471,62796,22.0,5.0,4.0,6.0,8.0,FR,45.0,2.0,2.0,8.0,1.0,0.0,7.0,1.0,1,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,6.0,7.0,175.0,75.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,7.0,7.0,2.0,3.0,2.0,5.0
12472,62811,67.0,5.0,2.0,4.0,9.0,FR,120.0,7.0,1.0,9.0,2.0,0.0,7.0,2.0,1,5.0,4.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,7.0,4.0,2.0,167.0,73.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,7.0,8.0,6.0,1.0,7.0,7.0,7.0
12475,62918,33.0,6.0,3.0,5.0,7.0,FR,60.0,6.0,1.0,7.0,1.0,0.0,6.0,3.0,1,2.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,189.0,80.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,7.0,1.0,2.0
12476,62974,41.0,0.0,3.0,5.0,9.0,FR,30.0,7.0,1.0,7.0,2.0,0.0,7.0,5.0,0,5.0,4.0,2.0,3.0,6.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,173.0,100.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,7.0,7.0,3.0,1.0,3.0,5.0,6.0
12477,62993,72.0,2.0,3.0,6.0,8.0,FR,180.0,8.0,2.0,8.0,2.0,0.0,7.0,3.0,0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,1.0,4.0,7.0,6.0,3.0,162.0,67.0,4.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,5.0,5.0,3.0
12478,63020,77.0,0.0,4.0,3.0,10.0,FR,120.0,5.0,4.0,10.0,2.0,0.0,7.0,2.0,1,6.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,7.0,5.0,1.0,168.0,71.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,8.0,0.0,2.0,2.0,3.0,7.0
12480,63047,58.0,2.0,1.0,6.0,8.0,FR,120.0,7.0,1.0,10.0,2.0,0.0,7.0,4.0,0,4.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,7.0,4.0,1.0,173.0,63.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,3.0,8.0,8.0,7.0,8.0,1.0,5.0,8.0,7.0
12481,63058,37.0,3.0,3.0,5.0,7.0,FR,10.0,5.0,2.0,6.0,1.0,0.0,7.0,2.0,1,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,7.0,4.0,3.0,177.0,80.0,5.0,5.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0
12482,63076,35.0,2.0,3.0,6.0,8.0,FR,10.0,6.0,2.0,2.0,3.0,0.0,7.0,2.0,1,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,4.0,5.0,192.0,98.0,5.0,5.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0
12483,63082,70.0,5.0,2.0,3.0,8.0,FR,60.0,5.0,2.0,9.0,2.0,0.0,7.0,2.0,1,3.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,153.0,87.0,5.0,3.0,1.0,2.0,2.0,0.0,3.0,3.0,4.0,5.0,8.0,3.0,1.0,2.0,3.0,5.0
12484,63083,58.0,5.0,2.0,5.0,7.0,FR,90.0,7.0,2.0,10.0,1.0,0.0,5.0,2.0,1,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,190.0,115.0,4.0,5.0,1.0,1.0,2.0,0.0,2.0,3.0,8.0,4.0,7.0,7.0,1.0,4.0,4.0,4.0
12485,63117,63.0,7.0,3.0,6.0,6.0,FR,90.0,6.0,3.0,8.0,4.0,0.0,7.0,2.0,0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,158.0,80.0,4.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,5.0,6.0,3.0,1.0,4.0,3.0,6.0
12486,63135,47.0,9.0,1.0,3.0,9.0,FR,90.0,8.0,3.0,9.0,1.0,0.0,1.0,1.0,0,5.0,5.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,6.0,6.0,163.0,90.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,8.0,6.0,1.0,5.0,6.0,6.0
12487,63156,41.0,10.0,1.0,6.0,8.0,FR,360.0,10.0,2.0,9.0,1.0,1.0,2.0,2.0,1,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,176.0,85.0,5.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,9.0,10.0,8.0,5.0,3.0,3.0,8.0,2.0
12488,63165,61.0,8.0,1.0,5.0,10.0,FR,150.0,9.0,1.0,10.0,1.0,0.0,5.0,1.0,1,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,6.0,3.0,182.0,74.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,4.0,5.0,6.0,2.0,6.0,1.0,7.0,1.0,5.0
12489,63200,25.0,6.0,3.0,6.0,9.0,FR,2.0,9.0,2.0,7.0,3.0,0.0,6.0,3.0,0,4.0,4.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,3.0,6.0,6.0,164.0,48.0,5.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,7.0,7.0,5.0,1.0,3.0,6.0,6.0
12490,63207,64.0,5.0,2.0,7.0,9.0,FR,60.0,7.0,2.0,10.0,1.0,0.0,6.0,4.0,1,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,172.0,90.0,5.0,5.0,1.0,2.0,2.0,0.0,3.0,3.0,7.0,9.0,9.0,7.0,1.0,7.0,7.0,8.0
12492,63231,56.0,4.0,3.0,7.0,8.0,FR,45.0,6.0,2.0,10.0,1.0,0.0,7.0,3.0,1,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,7.0,4.0,3.0,178.0,77.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0
12493,63266,49.0,0.0,3.0,6.0,7.0,FR,5.0,5.0,2.0,4.0,3.0,0.0,7.0,4.0,0,2.0,2.0,3.0,1.0,6.0,4.0,1.0,2.0,1.0,2.0,5.0,4.0,158.0,80.0,4.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,7.0,2.0,2.0,3.0,5.0,2.0
12494,63273,47.0,9.0,4.0,5.0,8.0,FR,30.0,7.0,2.0,10.0,2.0,0.0,6.0,5.0,0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,172.0,67.0,5.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,7.0,8.0,7.0,5.0,2.0,5.0,4.0,8.0
12496,63294,30.0,3.0,3.0,5.0,8.0,FR,30.0,7.0,2.0,7.0,3.0,0.0,7.0,2.0,0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,173.0,59.0,5.0,5.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0
12497,63299,52.0,3.0,2.0,6.0,8.0,FR,60.0,8.0,2.0,9.0,2.0,0.0,7.0,1.0,1,3.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,165.0,75.0,4.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,4.0,7.0,7.0,4.0,1.0,2.0,3.0,4.0
12498,63306,74.0,0.0,3.0,7.0,7.0,FR,30.0,6.0,2.0,9.0,3.0,0.0,7.0,2.0,0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,150.0,51.0,3.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,7.0,8.0,2.0,1.0,5.0,7.0,8.0
12499,63332,59.0,0.0,1.0,7.0,10.0,FR,60.0,9.0,1.0,10.0,2.0,0.0,7.0,2.0,0,3.0,3.0,4.0,1.0,6.0,4.0,1.0,1.0,3.0,2.0,4.0,6.0,157.0,80.0,5.0,4.0,0.0,1.0,3.0,0.0,3.0,3.0,6.0,9.0,4.0,3.0,1.0,1.0,0.0,8.0
12500,63336,70.0,0.0,2.0,6.0,10.0,FR,60.0,7.0,2.0,7.0,1.0,0.0,7.0,2.0,1,2.0,1.0,5.0,1.0,6.0,4.0,1.0,1.0,2.0,6.0,4.0,2.0,166.0,80.0,3.0,5.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,1.0,1.0,1.0,2.0,5.0
12501,63369,66.0,0.0,2.0,6.0,8.0,FR,60.0,9.0,3.0,8.0,1.0,0.0,7.0,2.0,1,4.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,175.0,80.0,5.0,4.0,1.0,3.0,1.0,0.0,3.0,3.0,8.0,7.0,7.0,7.0,1.0,7.0,5.0,5.0
12502,63383,64.0,0.0,1.0,5.0,9.0,FR,60.0,5.0,1.0,9.0,2.0,0.0,7.0,1.0,0,2.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,7.0,1.0,4.0,166.0,61.0,5.0,5.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,7.0,8.0,4.0,2.0,3.0,4.0,8.0
12503,63388,22.0,6.0,3.0,4.0,8.0,FR,20.0,6.0,3.0,6.0,3.0,0.0,7.0,5.0,0,6.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,7.0,5.0,6.0,165.0,51.0,5.0,4.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0
12504,63392,48.0,0.0,4.0,4.0,9.0,FR,0.0,1.0,5.0,0.0,2.0,0.0,7.0,2.0,1,4.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,4.0,0.0,1.0,1.0,177.0,94.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,5.0
12505,63422,53.0,5.0,3.0,5.0,8.0,FR,30.0,5.0,3.0,8.0,2.0,0.0,7.0,2.0,1,3.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,173.0,90.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,5.0
12506,63440,22.0,10.0,2.0,7.0,7.0,FR,120.0,5.0,2.0,5.0,1.0,1.0,1.0,4.0,1,2.0,2.0,5.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,6.0,7.0,174.0,80.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,6.0,7.0,7.0,2.0,4.0,5.0,1.0
